"N","min(Surface Flow)","q1(Surface Flow)","med(Surface Flow)","q3(Surface Flow)","max(Surface Flow)","avg(Surface Flow)","std(Surface Flow)","min(Velocity (0))","q1(Velocity (0))","med(Velocity (0))","q3(Velocity (0))","max(Velocity (0))","avg(Velocity (0))","std(Velocity (0))","min(Velocity (1))","q1(Velocity (1))","med(Velocity (1))","q3(Velocity (1))","max(Velocity (1))","avg(Velocity (1))","std(Velocity (1))","min(Velocity (2))","q1(Velocity (2))","med(Velocity (2))","q3(Velocity (2))","max(Velocity (2))","avg(Velocity (2))","std(Velocity (2))","min(Velocity (Magnitude))","q1(Velocity (Magnitude))","med(Velocity (Magnitude))","q3(Velocity (Magnitude))","max(Velocity (Magnitude))","avg(Velocity (Magnitude))","std(Velocity (Magnitude))","min(vtkOriginalPointIds)","q1(vtkOriginalPointIds)","med(vtkOriginalPointIds)","q3(vtkOriginalPointIds)","max(vtkOriginalPointIds)","avg(vtkOriginalPointIds)","std(vtkOriginalPointIds)","min(X)","q1(X)","med(X)","q3(X)","max(X)","avg(X)","std(X)","min(Y)","q1(Y)","med(Y)","q3(Y)","max(Y)","avg(Y)","std(Y)","min(Z)","q1(Z)","med(Z)","q3(Z)","max(Z)","avg(Z)","std(Z)","vtkValidPointMask","Time"
1,-134.244,-134.244,-134.244,-134.244,-134.244,-134.244,0,121.306,121.306,121.306,121.306,121.306,121.306,0,107.626,107.626,107.626,107.626,107.626,107.626,0,107.662,107.662,107.662,107.662,107.662,107.662,0,194.653,194.653,194.653,194.653,194.653,194.653,0,0,0,0,0,0,0,0,106.422,106.422,106.422,106.422,106.422,106.422,0,119.98,119.98,119.98,119.98,119.98,119.98,0,33.6739,33.6739,33.6739,33.6739,33.6739,33.6739,0,1,0
1,-169.216,-169.216,-169.216,-169.216,-169.216,-169.216,0,142.468,142.468,142.468,142.468,142.468,142.468,0,109.087,109.087,109.087,109.087,109.087,109.087,0,26.4518,26.4518,26.4518,26.4518,26.4518,26.4518,0,181.375,181.375,181.375,181.375,181.375,181.375,0,0,0,0,0,0,0,0,106.422,106.422,106.422,106.422,106.422,106.422,0,119.98,119.98,119.98,119.98,119.98,119.98,0,33.6739,33.6739,33.6739,33.6739,33.6739,33.6739,0,1,1
1,-248.512,-248.512,-248.512,-248.512,-248.512,-248.512,0,218.344,218.344,218.344,218.344,218.344,218.344,0,103.777,103.777,103.777,103.777,103.777,103.777,0,-63.5003,-63.5003,-63.5003,-63.5003,-63.5003,-63.5003,0,249.952,249.952,249.952,249.952,249.952,249.952,0,0,0,0,0,0,0,0,106.422,106.422,106.422,106.422,106.422,106.422,0,119.98,119.98,119.98,119.98,119.98,119.98,0,33.6739,33.6739,33.6739,33.6739,33.6739,33.6739,0,1,2
1,-277.019,-277.019,-277.019,-277.019,-277.019,-277.019,0,260.43,260.43,260.43,260.43,260.43,260.43,0,72.8933,72.8933,72.8933,72.8933,72.8933,72.8933,0,-106.42,-106.42,-106.42,-106.42,-106.42,-106.42,0,290.625,290.625,290.625,290.625,290.625,290.625,0,0,0,0,0,0,0,0,106.422,106.422,106.422,106.422,106.422,106.422,0,119.98,119.98,119.98,119.98,119.98,119.98,0,33.6739,33.6739,33.6739,33.6739,33.6739,33.6739,0,1,3
1,-330.356,-330.356,-330.356,-330.356,-330.356,-330.356,0,326.109,326.109,326.109,326.109,326.109,326.109,0,30.2707,30.2707,30.2707,30.2707,30.2707,30.2707,0,-203.217,-203.217,-203.217,-203.217,-203.217,-203.217,0,385.435,385.435,385.435,385.435,385.435,385.435,0,0,0,0,0,0,0,0,106.422,106.422,106.422,106.422,106.422,106.422,0,119.98,119.98,119.98,119.98,119.98,119.98,0,33.6739,33.6739,33.6739,33.6739,33.6739,33.6739,0,1,4
1,-59.5227,-59.5227,-59.5227,-59.5227,-59.5227,-59.5227,0,63.4417,63.4417,63.4417,63.4417,63.4417,63.4417,0,24.8795,24.8795,24.8795,24.8795,24.8795,24.8795,0,31.0301,31.0301,31.0301,31.0301,31.0301,31.0301,0,74.8779,74.8779,74.8779,74.8779,74.8779,74.8779,0,0,0,0,0,0,0,0,106.422,106.422,106.422,106.422,106.422,106.422,0,119.98,119.98,119.98,119.98,119.98,119.98,0,33.6739,33.6739,33.6739,33.6739,33.6739,33.6739,0,1,5
1,-131.251,-131.251,-131.251,-131.251,-131.251,-131.251,0,126.507,126.507,126.507,126.507,126.507,126.507,0,52.4633,52.4633,52.4633,52.4633,52.4633,52.4633,0,7.00492,7.00492,7.00492,7.00492,7.00492,7.00492,0,137.134,137.134,137.134,137.134,137.134,137.134,0,0,0,0,0,0,0,0,106.422,106.422,106.422,106.422,106.422,106.422,0,119.98,119.98,119.98,119.98,119.98,119.98,0,33.6739,33.6739,33.6739,33.6739,33.6739,33.6739,0,1,6
1,-122.589,-122.589,-122.589,-122.589,-122.589,-122.589,0,129.28,129.28,129.28,129.28,129.28,129.28,0,59.0634,59.0634,59.0634,59.0634,59.0634,59.0634,0,77.6187,77.6187,77.6187,77.6187,77.6187,77.6187,0,161.946,161.946,161.946,161.946,161.946,161.946,0,0,0,0,0,0,0,0,106.422,106.422,106.422,106.422,106.422,106.422,0,119.98,119.98,119.98,119.98,119.98,119.98,0,33.6739,33.6739,33.6739,33.6739,33.6739,33.6739,0,1,7
1,-42.541,-42.541,-42.541,-42.541,-42.541,-42.541,0,62.0111,62.0111,62.0111,62.0111,62.0111,62.0111,0,50.1439,50.1439,50.1439,50.1439,50.1439,50.1439,0,171.621,171.621,171.621,171.621,171.621,171.621,0,189.245,189.245,189.245,189.245,189.245,189.245,0,0,0,0,0,0,0,0,106.422,106.422,106.422,106.422,106.422,106.422,0,119.98,119.98,119.98,119.98,119.98,119.98,0,33.6739,33.6739,33.6739,33.6739,33.6739,33.6739,0,1,8
1,-21.1703,-21.1703,-21.1703,-21.1703,-21.1703,-21.1703,0,30.4064,30.4064,30.4064,30.4064,30.4064,30.4064,0,77.8308,77.8308,77.8308,77.8308,77.8308,77.8308,0,214.831,214.831,214.831,214.831,214.831,214.831,0,230.509,230.509,230.509,230.509,230.509,230.509,0,0,0,0,0,0,0,0,106.422,106.422,106.422,106.422,106.422,106.422,0,119.98,119.98,119.98,119.98,119.98,119.98,0,33.6739,33.6739,33.6739,33.6739,33.6739,33.6739,0,1,9
1,-89.1477,-89.1477,-89.1477,-89.1477,-89.1477,-89.1477,0,73.8243,73.8243,73.8243,73.8243,73.8243,73.8243,0,135.47,135.47,135.47,135.47,135.47,135.47,0,202.519,202.519,202.519,202.519,202.519,202.519,0,254.59,254.59,254.59,254.59,254.59,254.59,0,0,0,0,0,0,0,0,106.422,106.422,106.422,106.422,106.422,106.422,0,119.98,119.98,119.98,119.98,119.98,119.98,0,33.6739,33.6739,33.6739,33.6739,33.6739,33.6739,0,1,10
1,-142.129,-142.129,-142.129,-142.129,-142.129,-142.129,0,117.287,117.287,117.287,117.287,117.287,117.287,0,160.941,160.941,160.941,160.941,160.941,160.941,0,184.499,184.499,184.499,184.499,184.499,184.499,0,271.474,271.474,271.474,271.474,271.474,271.474,0,0,0,0,0,0,0,0,106.422,106.422,106.422,106.422,106.422,106.422,0,119.98,119.98,119.98,119.98,119.98,119.98,0,33.6739,33.6739,33.6739,33.6739,33.6739,33.6739,0,1,11
1,-202.737,-202.737,-202.737,-202.737,-202.737,-202.737,0,185.954,185.954,185.954,185.954,185.954,185.954,0,131.94,131.94,131.94,131.94,131.94,131.94,0,98.0363,98.0363,98.0363,98.0363,98.0363,98.0363,0,248.19,248.19,248.19,248.19,248.19,248.19,0,0,0,0,0,0,0,0,106.422,106.422,106.422,106.422,106.422,106.422,0,119.98,119.98,119.98,119.98,119.98,119.98,0,33.6739,33.6739,33.6739,33.6739,33.6739,33.6739,0,1,12
1,-142.469,-142.469,-142.469,-142.469,-142.469,-142.469,0,134.917,134.917,134.917,134.917,134.917,134.917,0,108.651,108.651,108.651,108.651,108.651,108.651,0,126.038,126.038,126.038,126.038,126.038,126.038,0,214.227,214.227,214.227,214.227,214.227,214.227,0,0,0,0,0,0,0,0,106.422,106.422,106.422,106.422,106.422,106.422,0,119.98,119.98,119.98,119.98,119.98,119.98,0,33.6739,33.6739,33.6739,33.6739,33.6739,33.6739,0,1,13
1,-144.046,-144.046,-144.046,-144.046,-144.046,-144.046,0,128.34,128.34,128.34,128.34,128.34,128.34,0,132.371,132.371,132.371,132.371,132.371,132.371,0,149.902,149.902,149.902,149.902,149.902,149.902,0,237.621,237.621,237.621,237.621,237.621,237.621,0,0,0,0,0,0,0,0,106.422,106.422,106.422,106.422,106.422,106.422,0,119.98,119.98,119.98,119.98,119.98,119.98,0,33.6739,33.6739,33.6739,33.6739,33.6739,33.6739,0,1,14
1,-210.693,-210.693,-210.693,-210.693,-210.693,-210.693,0,179.519,179.519,179.519,179.519,179.519,179.519,0,171,171,171,171,171,171,0,129.107,129.107,129.107,129.107,129.107,129.107,0,279.529,279.529,279.529,279.529,279.529,279.529,0,0,0,0,0,0,0,0,106.422,106.422,106.422,106.422,106.422,106.422,0,119.98,119.98,119.98,119.98,119.98,119.98,0,33.6739,33.6739,33.6739,33.6739,33.6739,33.6739,0,1,15
1,-249.645,-249.645,-249.645,-249.645,-249.645,-249.645,0,205.844,205.844,205.844,205.844,205.844,205.844,0,197.42,197.42,197.42,197.42,197.42,197.42,0,111.631,111.631,111.631,111.631,111.631,111.631,0,306.28,306.28,306.28,306.28,306.28,306.28,0,0,0,0,0,0,0,0,106.422,106.422,106.422,106.422,106.422,106.422,0,119.98,119.98,119.98,119.98,119.98,119.98,0,33.6739,33.6739,33.6739,33.6739,33.6739,33.6739,0,1,16
1,-226.822,-226.822,-226.822,-226.822,-226.822,-226.822,0,185.464,185.464,185.464,185.464,185.464,185.464,0,190.571,190.571,190.571,190.571,190.571,190.571,0,122.769,122.769,122.769,122.769,122.769,122.769,0,292.893,292.893,292.893,292.893,292.893,292.893,0,0,0,0,0,0,0,0,106.422,106.422,106.422,106.422,106.422,106.422,0,119.98,119.98,119.98,119.98,119.98,119.98,0,33.6739,33.6739,33.6739,33.6739,33.6739,33.6739,0,1,17
1,-229.76,-229.76,-229.76,-229.76,-229.76,-229.76,0,203.367,203.367,203.367,203.367,203.367,203.367,0,154.602,154.602,154.602,154.602,154.602,154.602,0,93.1532,93.1532,93.1532,93.1532,93.1532,93.1532,0,271.915,271.915,271.915,271.915,271.915,271.915,0,0,0,0,0,0,0,0,106.422,106.422,106.422,106.422,106.422,106.422,0,119.98,119.98,119.98,119.98,119.98,119.98,0,33.6739,33.6739,33.6739,33.6739,33.6739,33.6739,0,1,18
1,-180.833,-180.833,-180.833,-180.833,-180.833,-180.833,0,168.925,168.925,168.925,168.925,168.925,168.925,0,122.379,122.379,122.379,122.379,122.379,122.379,0,111.783,111.783,111.783,111.783,111.783,111.783,0,236.659,236.659,236.659,236.659,236.659,236.659,0,0,0,0,0,0,0,0,106.422,106.422,106.422,106.422,106.422,106.422,0,119.98,119.98,119.98,119.98,119.98,119.98,0,33.6739,33.6739,33.6739,33.6739,33.6739,33.6739,0,1,19
