"N","min(Surface Flow)","q1(Surface Flow)","med(Surface Flow)","q3(Surface Flow)","max(Surface Flow)","avg(Surface Flow)","std(Surface Flow)","min(Velocity (0))","q1(Velocity (0))","med(Velocity (0))","q3(Velocity (0))","max(Velocity (0))","avg(Velocity (0))","std(Velocity (0))","min(Velocity (1))","q1(Velocity (1))","med(Velocity (1))","q3(Velocity (1))","max(Velocity (1))","avg(Velocity (1))","std(Velocity (1))","min(Velocity (2))","q1(Velocity (2))","med(Velocity (2))","q3(Velocity (2))","max(Velocity (2))","avg(Velocity (2))","std(Velocity (2))","min(Velocity (Magnitude))","q1(Velocity (Magnitude))","med(Velocity (Magnitude))","q3(Velocity (Magnitude))","max(Velocity (Magnitude))","avg(Velocity (Magnitude))","std(Velocity (Magnitude))","min(vtkOriginalPointIds)","q1(vtkOriginalPointIds)","med(vtkOriginalPointIds)","q3(vtkOriginalPointIds)","max(vtkOriginalPointIds)","avg(vtkOriginalPointIds)","std(vtkOriginalPointIds)","min(X)","q1(X)","med(X)","q3(X)","max(X)","avg(X)","std(X)","min(Y)","q1(Y)","med(Y)","q3(Y)","max(Y)","avg(Y)","std(Y)","min(Z)","q1(Z)","med(Z)","q3(Z)","max(Z)","avg(Z)","std(Z)","vtkValidPointMask","Time"
1,-150.968,-150.968,-150.968,-150.968,-150.968,-150.968,0,744.4,744.4,744.4,744.4,744.4,744.4,0,-505.507,-505.507,-505.507,-505.507,-505.507,-505.507,0,-211.112,-211.112,-211.112,-211.112,-211.112,-211.112,0,924.25,924.25,924.25,924.25,924.25,924.25,0,0,0,0,0,0,0,0,119.766,119.766,119.766,119.766,119.766,119.766,0,100.771,100.771,100.771,100.771,100.771,100.771,0,40.2608,40.2608,40.2608,40.2608,40.2608,40.2608,0,1,0
1,-118.33,-118.33,-118.33,-118.33,-118.33,-118.33,0,651.563,651.563,651.563,651.563,651.563,651.563,0,-481.25,-481.25,-481.25,-481.25,-481.25,-481.25,0,-158.702,-158.702,-158.702,-158.702,-158.702,-158.702,0,825.422,825.422,825.422,825.422,825.422,825.422,0,0,0,0,0,0,0,0,119.766,119.766,119.766,119.766,119.766,119.766,0,100.771,100.771,100.771,100.771,100.771,100.771,0,40.2608,40.2608,40.2608,40.2608,40.2608,40.2608,0,1,1
1,-108.742,-108.742,-108.742,-108.742,-108.742,-108.742,0,613.925,613.925,613.925,613.925,613.925,613.925,0,-456.137,-456.137,-456.137,-456.137,-456.137,-456.137,0,-152.681,-152.681,-152.681,-152.681,-152.681,-152.681,0,779.921,779.921,779.921,779.921,779.921,779.921,0,0,0,0,0,0,0,0,119.766,119.766,119.766,119.766,119.766,119.766,0,100.771,100.771,100.771,100.771,100.771,100.771,0,40.2608,40.2608,40.2608,40.2608,40.2608,40.2608,0,1,2
1,-92.7348,-92.7348,-92.7348,-92.7348,-92.7348,-92.7348,0,647.066,647.066,647.066,647.066,647.066,647.066,0,-480.033,-480.033,-480.033,-480.033,-480.033,-480.033,0,-222.44,-222.44,-222.44,-222.44,-222.44,-222.44,0,835.826,835.826,835.826,835.826,835.826,835.826,0,0,0,0,0,0,0,0,119.766,119.766,119.766,119.766,119.766,119.766,0,100.771,100.771,100.771,100.771,100.771,100.771,0,40.2608,40.2608,40.2608,40.2608,40.2608,40.2608,0,1,3
1,-63.1919,-63.1919,-63.1919,-63.1919,-63.1919,-63.1919,0,681.366,681.366,681.366,681.366,681.366,681.366,0,-524.382,-524.382,-524.382,-524.382,-524.382,-524.382,0,-297.966,-297.966,-297.966,-297.966,-297.966,-297.966,0,909.956,909.956,909.956,909.956,909.956,909.956,0,0,0,0,0,0,0,0,119.766,119.766,119.766,119.766,119.766,119.766,0,100.771,100.771,100.771,100.771,100.771,100.771,0,40.2608,40.2608,40.2608,40.2608,40.2608,40.2608,0,1,4
1,-65.7903,-65.7903,-65.7903,-65.7903,-65.7903,-65.7903,0,669.073,669.073,669.073,669.073,669.073,669.073,0,-505.928,-505.928,-505.928,-505.928,-505.928,-505.928,0,-297.158,-297.158,-297.158,-297.158,-297.158,-297.158,0,889.901,889.901,889.901,889.901,889.901,889.901,0,0,0,0,0,0,0,0,119.766,119.766,119.766,119.766,119.766,119.766,0,100.771,100.771,100.771,100.771,100.771,100.771,0,40.2608,40.2608,40.2608,40.2608,40.2608,40.2608,0,1,5
1,-107.615,-107.615,-107.615,-107.615,-107.615,-107.615,0,662.112,662.112,662.112,662.112,662.112,662.112,0,-447.519,-447.519,-447.519,-447.519,-447.519,-447.519,0,-264.776,-264.776,-264.776,-264.776,-264.776,-264.776,0,841.885,841.885,841.885,841.885,841.885,841.885,0,0,0,0,0,0,0,0,119.766,119.766,119.766,119.766,119.766,119.766,0,100.771,100.771,100.771,100.771,100.771,100.771,0,40.2608,40.2608,40.2608,40.2608,40.2608,40.2608,0,1,6
1,-151.432,-151.432,-151.432,-151.432,-151.432,-151.432,0,693.391,693.391,693.391,693.391,693.391,693.391,0,-414.514,-414.514,-414.514,-414.514,-414.514,-414.514,0,-260.059,-260.059,-260.059,-260.059,-260.059,-260.059,0,848.672,848.672,848.672,848.672,848.672,848.672,0,0,0,0,0,0,0,0,119.766,119.766,119.766,119.766,119.766,119.766,0,100.771,100.771,100.771,100.771,100.771,100.771,0,40.2608,40.2608,40.2608,40.2608,40.2608,40.2608,0,1,7
1,-169.717,-169.717,-169.717,-169.717,-169.717,-169.717,0,729.546,729.546,729.546,729.546,729.546,729.546,0,-418.075,-418.075,-418.075,-418.075,-418.075,-418.075,0,-274.837,-274.837,-274.837,-274.837,-274.837,-274.837,0,884.624,884.624,884.624,884.624,884.624,884.624,0,0,0,0,0,0,0,0,119.766,119.766,119.766,119.766,119.766,119.766,0,100.771,100.771,100.771,100.771,100.771,100.771,0,40.2608,40.2608,40.2608,40.2608,40.2608,40.2608,0,1,8
1,-169.914,-169.914,-169.914,-169.914,-169.914,-169.914,0,726.005,726.005,726.005,726.005,726.005,726.005,0,-418.052,-418.052,-418.052,-418.052,-418.052,-418.052,0,-267.37,-267.37,-267.37,-267.37,-267.37,-267.37,0,879.396,879.396,879.396,879.396,879.396,879.396,0,0,0,0,0,0,0,0,119.766,119.766,119.766,119.766,119.766,119.766,0,100.771,100.771,100.771,100.771,100.771,100.771,0,40.2608,40.2608,40.2608,40.2608,40.2608,40.2608,0,1,9
1,-173.98,-173.98,-173.98,-173.98,-173.98,-173.98,0,696.44,696.44,696.44,696.44,696.44,696.44,0,-395.514,-395.514,-395.514,-395.514,-395.514,-395.514,0,-235.315,-235.315,-235.315,-235.315,-235.315,-235.315,0,834.765,834.765,834.765,834.765,834.765,834.765,0,0,0,0,0,0,0,0,119.766,119.766,119.766,119.766,119.766,119.766,0,100.771,100.771,100.771,100.771,100.771,100.771,0,40.2608,40.2608,40.2608,40.2608,40.2608,40.2608,0,1,10
1,-187.051,-187.051,-187.051,-187.051,-187.051,-187.051,0,669.121,669.121,669.121,669.121,669.121,669.121,0,-366.948,-366.948,-366.948,-366.948,-366.948,-366.948,0,-192.821,-192.821,-192.821,-192.821,-192.821,-192.821,0,787.118,787.118,787.118,787.118,787.118,787.118,0,0,0,0,0,0,0,0,119.766,119.766,119.766,119.766,119.766,119.766,0,100.771,100.771,100.771,100.771,100.771,100.771,0,40.2608,40.2608,40.2608,40.2608,40.2608,40.2608,0,1,11
1,-203.793,-203.793,-203.793,-203.793,-203.793,-203.793,0,654.668,654.668,654.668,654.668,654.668,654.668,0,-341.177,-341.177,-341.177,-341.177,-341.177,-341.177,0,-160.874,-160.874,-160.874,-160.874,-160.874,-160.874,0,755.561,755.561,755.561,755.561,755.561,755.561,0,0,0,0,0,0,0,0,119.766,119.766,119.766,119.766,119.766,119.766,0,100.771,100.771,100.771,100.771,100.771,100.771,0,40.2608,40.2608,40.2608,40.2608,40.2608,40.2608,0,1,12
1,-218.385,-218.385,-218.385,-218.385,-218.385,-218.385,0,651.507,651.507,651.507,651.507,651.507,651.507,0,-319.532,-319.532,-319.532,-319.532,-319.532,-319.532,0,-150.233,-150.233,-150.233,-150.233,-150.233,-150.233,0,741.034,741.034,741.034,741.034,741.034,741.034,0,0,0,0,0,0,0,0,119.766,119.766,119.766,119.766,119.766,119.766,0,100.771,100.771,100.771,100.771,100.771,100.771,0,40.2608,40.2608,40.2608,40.2608,40.2608,40.2608,0,1,13
1,-227.34,-227.34,-227.34,-227.34,-227.34,-227.34,0,654.051,654.051,654.051,654.051,654.051,654.051,0,-310.414,-310.414,-310.414,-310.414,-310.414,-310.414,0,-145.63,-145.63,-145.63,-145.63,-145.63,-145.63,0,738.476,738.476,738.476,738.476,738.476,738.476,0,0,0,0,0,0,0,0,119.766,119.766,119.766,119.766,119.766,119.766,0,100.771,100.771,100.771,100.771,100.771,100.771,0,40.2608,40.2608,40.2608,40.2608,40.2608,40.2608,0,1,14
1,-224.728,-224.728,-224.728,-224.728,-224.728,-224.728,0,642.372,642.372,642.372,642.372,642.372,642.372,0,-316.135,-316.135,-316.135,-316.135,-316.135,-316.135,0,-120.407,-120.407,-120.407,-120.407,-120.407,-120.407,0,726.004,726.004,726.004,726.004,726.004,726.004,0,0,0,0,0,0,0,0,119.766,119.766,119.766,119.766,119.766,119.766,0,100.771,100.771,100.771,100.771,100.771,100.771,0,40.2608,40.2608,40.2608,40.2608,40.2608,40.2608,0,1,15
1,-226.183,-226.183,-226.183,-226.183,-226.183,-226.183,0,622.576,622.576,622.576,622.576,622.576,622.576,0,-314.053,-314.053,-314.053,-314.053,-314.053,-314.053,0,-80.9194,-80.9194,-80.9194,-80.9194,-80.9194,-80.9194,0,701.982,701.982,701.982,701.982,701.982,701.982,0,0,0,0,0,0,0,0,119.766,119.766,119.766,119.766,119.766,119.766,0,100.771,100.771,100.771,100.771,100.771,100.771,0,40.2608,40.2608,40.2608,40.2608,40.2608,40.2608,0,1,16
1,-249.203,-249.203,-249.203,-249.203,-249.203,-249.203,0,651.962,651.962,651.962,651.962,651.962,651.962,0,-310.046,-310.046,-310.046,-310.046,-310.046,-310.046,0,-81.8546,-81.8546,-81.8546,-81.8546,-81.8546,-81.8546,0,726.556,726.556,726.556,726.556,726.556,726.556,0,0,0,0,0,0,0,0,119.766,119.766,119.766,119.766,119.766,119.766,0,100.771,100.771,100.771,100.771,100.771,100.771,0,40.2608,40.2608,40.2608,40.2608,40.2608,40.2608,0,1,17
1,-255.96,-255.96,-255.96,-255.96,-255.96,-255.96,0,746.967,746.967,746.967,746.967,746.967,746.967,0,-365.592,-365.592,-365.592,-365.592,-365.592,-365.592,0,-158.129,-158.129,-158.129,-158.129,-158.129,-158.129,0,846.536,846.536,846.536,846.536,846.536,846.536,0,0,0,0,0,0,0,0,119.766,119.766,119.766,119.766,119.766,119.766,0,100.771,100.771,100.771,100.771,100.771,100.771,0,40.2608,40.2608,40.2608,40.2608,40.2608,40.2608,0,1,18
1,-210.874,-210.874,-210.874,-210.874,-210.874,-210.874,0,801.891,801.891,801.891,801.891,801.891,801.891,0,-462.35,-462.35,-462.35,-462.35,-462.35,-462.35,0,-230.362,-230.362,-230.362,-230.362,-230.362,-230.362,0,953.868,953.868,953.868,953.868,953.868,953.868,0,0,0,0,0,0,0,0,119.766,119.766,119.766,119.766,119.766,119.766,0,100.771,100.771,100.771,100.771,100.771,100.771,0,40.2608,40.2608,40.2608,40.2608,40.2608,40.2608,0,1,19
