"N","min(Surface Flow)","q1(Surface Flow)","med(Surface Flow)","q3(Surface Flow)","max(Surface Flow)","avg(Surface Flow)","std(Surface Flow)","min(Velocity (0))","q1(Velocity (0))","med(Velocity (0))","q3(Velocity (0))","max(Velocity (0))","avg(Velocity (0))","std(Velocity (0))","min(Velocity (1))","q1(Velocity (1))","med(Velocity (1))","q3(Velocity (1))","max(Velocity (1))","avg(Velocity (1))","std(Velocity (1))","min(Velocity (2))","q1(Velocity (2))","med(Velocity (2))","q3(Velocity (2))","max(Velocity (2))","avg(Velocity (2))","std(Velocity (2))","min(Velocity (Magnitude))","q1(Velocity (Magnitude))","med(Velocity (Magnitude))","q3(Velocity (Magnitude))","max(Velocity (Magnitude))","avg(Velocity (Magnitude))","std(Velocity (Magnitude))","min(vtkOriginalPointIds)","q1(vtkOriginalPointIds)","med(vtkOriginalPointIds)","q3(vtkOriginalPointIds)","max(vtkOriginalPointIds)","avg(vtkOriginalPointIds)","std(vtkOriginalPointIds)","min(X)","q1(X)","med(X)","q3(X)","max(X)","avg(X)","std(X)","min(Y)","q1(Y)","med(Y)","q3(Y)","max(Y)","avg(Y)","std(Y)","min(Z)","q1(Z)","med(Z)","q3(Z)","max(Z)","avg(Z)","std(Z)","vtkValidPointMask","Time"
1,-97.7827,-97.7827,-97.7827,-97.7827,-97.7827,-97.7827,0,-124.528,-124.528,-124.528,-124.528,-124.528,-124.528,0,183.292,183.292,183.292,183.292,183.292,183.292,0,29.2967,29.2967,29.2967,29.2967,29.2967,29.2967,0,223.521,223.521,223.521,223.521,223.521,223.521,0,0,0,0,0,0,0,0,124.386,124.386,124.386,124.386,124.386,124.386,0,116.386,116.386,116.386,116.386,116.386,116.386,0,36.1949,36.1949,36.1949,36.1949,36.1949,36.1949,0,1,0
1,-6.05542,-6.05542,-6.05542,-6.05542,-6.05542,-6.05542,0,-41.3428,-41.3428,-41.3428,-41.3428,-41.3428,-41.3428,0,138.807,138.807,138.807,138.807,138.807,138.807,0,-46.2997,-46.2997,-46.2997,-46.2997,-46.2997,-46.2997,0,152.053,152.053,152.053,152.053,152.053,152.053,0,0,0,0,0,0,0,0,124.386,124.386,124.386,124.386,124.386,124.386,0,116.386,116.386,116.386,116.386,116.386,116.386,0,36.1949,36.1949,36.1949,36.1949,36.1949,36.1949,0,1,1
1,-0.166559,-0.166559,-0.166559,-0.166559,-0.166559,-0.166559,0,-32.845,-32.845,-32.845,-32.845,-32.845,-32.845,0,71.9616,71.9616,71.9616,71.9616,71.9616,71.9616,0,-78.4192,-78.4192,-78.4192,-78.4192,-78.4192,-78.4192,0,111.386,111.386,111.386,111.386,111.386,111.386,0,0,0,0,0,0,0,0,124.386,124.386,124.386,124.386,124.386,124.386,0,116.386,116.386,116.386,116.386,116.386,116.386,0,36.1949,36.1949,36.1949,36.1949,36.1949,36.1949,0,1,2
1,-59.7347,-59.7347,-59.7347,-59.7347,-59.7347,-59.7347,0,-86.431,-86.431,-86.431,-86.431,-86.431,-86.431,0,40.7561,40.7561,40.7561,40.7561,40.7561,40.7561,0,-64.411,-64.411,-64.411,-64.411,-64.411,-64.411,0,115.24,115.24,115.24,115.24,115.24,115.24,0,0,0,0,0,0,0,0,124.386,124.386,124.386,124.386,124.386,124.386,0,116.386,116.386,116.386,116.386,116.386,116.386,0,36.1949,36.1949,36.1949,36.1949,36.1949,36.1949,0,1,3
1,-100.374,-100.374,-100.374,-100.374,-100.374,-100.374,0,-129.84,-129.84,-129.84,-129.84,-129.84,-129.84,0,56.8144,56.8144,56.8144,56.8144,56.8144,56.8144,0,-57.702,-57.702,-57.702,-57.702,-57.702,-57.702,0,153.023,153.023,153.023,153.023,153.023,153.023,0,0,0,0,0,0,0,0,124.386,124.386,124.386,124.386,124.386,124.386,0,116.386,116.386,116.386,116.386,116.386,116.386,0,36.1949,36.1949,36.1949,36.1949,36.1949,36.1949,0,1,4
1,-79.7296,-79.7296,-79.7296,-79.7296,-79.7296,-79.7296,0,-119.882,-119.882,-119.882,-119.882,-119.882,-119.882,0,88.5716,88.5716,88.5716,88.5716,88.5716,88.5716,0,-82.0273,-82.0273,-82.0273,-82.0273,-82.0273,-82.0273,0,170.133,170.133,170.133,170.133,170.133,170.133,0,0,0,0,0,0,0,0,124.386,124.386,124.386,124.386,124.386,124.386,0,116.386,116.386,116.386,116.386,116.386,116.386,0,36.1949,36.1949,36.1949,36.1949,36.1949,36.1949,0,1,5
1,-52.6716,-52.6716,-52.6716,-52.6716,-52.6716,-52.6716,0,-100.262,-100.262,-100.262,-100.262,-100.262,-100.262,0,98.9705,98.9705,98.9705,98.9705,98.9705,98.9705,0,-108.379,-108.379,-108.379,-108.379,-108.379,-108.379,0,177.746,177.746,177.746,177.746,177.746,177.746,0,0,0,0,0,0,0,0,124.386,124.386,124.386,124.386,124.386,124.386,0,116.386,116.386,116.386,116.386,116.386,116.386,0,36.1949,36.1949,36.1949,36.1949,36.1949,36.1949,0,1,6
1,-69.5869,-69.5869,-69.5869,-69.5869,-69.5869,-69.5869,0,-116.943,-116.943,-116.943,-116.943,-116.943,-116.943,0,87.6164,87.6164,87.6164,87.6164,87.6164,87.6164,0,-111.412,-111.412,-111.412,-111.412,-111.412,-111.412,0,183.752,183.752,183.752,183.752,183.752,183.752,0,0,0,0,0,0,0,0,124.386,124.386,124.386,124.386,124.386,124.386,0,116.386,116.386,116.386,116.386,116.386,116.386,0,36.1949,36.1949,36.1949,36.1949,36.1949,36.1949,0,1,7
1,-106.702,-106.702,-106.702,-106.702,-106.702,-106.702,0,-152.878,-152.878,-152.878,-152.878,-152.878,-152.878,0,85.3618,85.3618,85.3618,85.3618,85.3618,85.3618,0,-101.724,-101.724,-101.724,-101.724,-101.724,-101.724,0,202.5,202.5,202.5,202.5,202.5,202.5,0,0,0,0,0,0,0,0,124.386,124.386,124.386,124.386,124.386,124.386,0,116.386,116.386,116.386,116.386,116.386,116.386,0,36.1949,36.1949,36.1949,36.1949,36.1949,36.1949,0,1,8
1,-108.749,-108.749,-108.749,-108.749,-108.749,-108.749,0,-156.082,-156.082,-156.082,-156.082,-156.082,-156.082,0,114.828,114.828,114.828,114.828,114.828,114.828,0,-87.6874,-87.6874,-87.6874,-87.6874,-87.6874,-87.6874,0,212.688,212.688,212.688,212.688,212.688,212.688,0,0,0,0,0,0,0,0,124.386,124.386,124.386,124.386,124.386,124.386,0,116.386,116.386,116.386,116.386,116.386,116.386,0,36.1949,36.1949,36.1949,36.1949,36.1949,36.1949,0,1,9
